소장품번호,명칭,text_full,연결페이지
무령376,꽃모양 은 꾸미개,"소장품번호: 무령376
명칭: 꽃모양 은 꾸미개
이명칭: 은제화형장식, 銀製花形裝飾
영문명칭: Flower-shaped silver ornaments
실측치: 길이:6.05~6.30-높이:1.00~1.10-길이:5.75~6.55-높이:0.65~1.05-길이:5.60~6.50-높이:0.55~1.15
수량: 16
보관처: 기타-보존실
특징: 길이 6.0cm 내외의 대형 꽃모양 은 꾸미개이다. 무령왕릉 관재(棺材) 표면과 바닥에 흩어져 출토된 총 179점의 대형 꽃모양 은 꾸미개 중 16점에 해당한다. 총 179점의 대형 꽃모양 은 꾸미개는 가운데 반구(半球)가 남아 있고 꽃잎의 개수를 알 수 있는 것이 119점, 꽃잎의 개수를 알 수 없는 것이 18점, 형태를 알 수 없는 작은 편이 42점(무령378) 확인되었다. 이 중 해당 꽃모양 은 꾸미개(무령376)는 16점 중 완형 1점(16-1)을 제외하고 나머지 15점은 모두 꽃잎과 반구(半球) 일부가 결실되었다. 꽃잎은 16점 중 9엽 12점(16-1~11, 15), 9엽으로 추정 3점(16-12~14), 10엽 1점(16-16)이다. 꽃잎이 만나는 부분에 구멍을 뚫었는데 구멍은 송곳과 같은 뾰족한 도구로 밖에서 안으로 뚫은 것(16-1, 13, 15)과 일정한 방향성이 없이 혼합하여 뚫은 것(16-2~12, 14 ,16)으로 나누어진다. 두께가 얇은 은판을 꽃잎 모양으로 잘라내어 가운데를 반구형으로 돌출하였다. 꽃잎은 끝자락이 살짝 밖에서 안으로 말려 있다. 꽃잎의 형태와 돌출부의 크기로 보아 틀을 이용하여 형태를 잡지 않고 하나씩 잘라낸 것으로 파악된다. 반구형을 돌출하는 과정에서 꽃잎 등의 형태를 맞추기 위해 은판이 겹쳐진 부분이 확인된다. 돌출된 반구의 너비는 꽃잎 수에 따라 차이를 보인다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.42, 圖版 69-3.
국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, pp.157~181, 도판84-17~32.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700037600000
무령377,꽃모양 은 꾸미개,"소장품번호: 무령377
명칭: 꽃모양 은 꾸미개
이명칭: 은제화형장식, 銀製花形裝飾
영문명칭: Flower-shaped silver ornaments
실측치: 길이:5.60~6.15-높이:0.70~1.50-길이:3.75~6.70-높이:0.90~1.60-길이:3.10~6.50-높이:1.00~1.10
수량: 16
보관처: 기타-보존실
특징: 길이 6.0cm 내외의 대형 꽃모양 은 꾸미개이다. 무령왕릉 관재(棺材) 표면과 바닥에 흩어져 출토된 총 179점의 대형 꽃모양 은 꾸미개 중 16점에 해당한다. 총 179점의 대형 꽃모양 은 꾸미개는 가운데 반구(半球)가 남아 있고 꽃잎의 개수를 알 수 있는 것이 119점, 꽃잎의 개수를 알 수 없는 것이 18점, 형태를 알 수 없는 작은 편이 42점(무령378) 확인되었다. 이 중 해당 꽃모양 은 꾸미개(무령377)는 16점 중 반구(半球)와 꽃잎이 결실되어 전체 꽃잎 수를 알 수 없는 4점(16-11~14)을 제외하고 12점 모두 꽃잎과 반구(半球) 일부가 결실되었다. 꽃잎은 16점 중 9엽 2점(16-3, 16), 9엽으로 추정 2점(16-38, 47), 10엽 3점(16-1, 2, 4), 10엽으로 추정 2점(16-39, 41), 11엽 1점(16-5), 개수가 불분명한 것 5점(16-8, 11~14)이다. 꽃잎이 만나는 부분에 구멍을 뚫었는데 구멍은 송곳과 같은 뾰족한 도구로 밖에서 안으로 뚫은 것(16-1~4, 6, 8, 11, 13, 16)과 일정한 방향성이 없이 혼합하여 뚫은 것(16-5, 7, 9~10, 14~15)으로 나누어진다. 두께가 얇은 은판을 꽃잎 모양으로 잘라내어 가운데를 반구형으로 돌출하였다. 꽃잎은 끝자락이 살짝 밖에서 안으로 말려 있다. 꽃잎의 형태와 돌출부의 크기로 보아 틀을 이용하여 형태를 잡지 않고 하나씩 잘라낸 것으로 파악된다. 반구형을 돌출하는 과정에서 꽃잎 등의 형태를 맞추기 위해 은판이 겹쳐진 부분이 확인된다. 돌출된 반구의 너비는 꽃잎 수에 따라 차이를 보인다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.42, 圖版 69-3.
국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, pp.157~181, 도판85-33~48.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700037700000
무령378,꽃모양 은 꾸미개,"소장품번호: 무령378
명칭: 꽃모양 은 꾸미개
이명칭: 은제화형장식, 銀製花形裝飾
영문명칭: Flower-shaped silver ornaments
실측치: 길이:1.10~2.10-높이:0.30~0.70-길이:1.50~2.60-높이:0.20~0.85-길이:1.20~1.60-높이:0.15~0.50-길이:1.20~1.40-높이:0.15~0.25-길이:1.20~1.60-높이:0.15~0.40-길이:0.90~1.50-높이:0.10~0.20-길이:1.00~1.70-높이:0.15~0.20-길이:1.15~1.70-높이:0.15~0.20-길이:1.15~1.20-높이:0.10~0.20
수량: 42
보관처: 기타-보존실
특징: 길이 6.0cm 내외의 대형 꽃모양 은 꾸미개의 조각이다. 무령왕릉 관재(棺材) 표면과 바닥에 흩어져 출토된 총 179점의 대형 꽃모양 은 꾸미개 중 42점에 해당한다. 총 179점의 대형 꽃모양 은 꾸미개는 가운데 반구(半球)가 남아 있고 꽃잎의 개수를 알 수 있는 것이 119점, 꽃잎의 개수를 알 수 없는 것이 18점이 확인되었다. 나머지는 형태를 알 수 없는 작은 편으로 이 42점의 꽃모양 은 꾸미개(무령378)가 이에 해당한다. 꽃모양 은 꾸미개는 꽃잎과 반구(半球)의 일부 편만 남아있다. 두께가 얇은 은편을 꽃잎 모양으로 잘라내어 가운데를 반구형으로 돌출하였을 것으로 추정된다. 대형 꽃모양 은 꾸미개(무령374~무령377) 일부에서 떨어져 나온 꽃잎이나 반구 일부 편에 속할 것으로 추정된다.
참고자료: 文化公報部 文化財管理局, 1973, 『武寧王陵 發掘調査報告書』, p.42, 圖版 69-3.
국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, pp.157~181, 도판88-138~179.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700037800000
무령379,꽃모양 은 꾸미개,"소장품번호: 무령379
명칭: 꽃모양 은 꾸미개
이명칭: 은제화형장식, 銀製花形裝飾
영문명칭: Flower-shaped silver ornaments
실측치: 길이:0.95~1.10-높이:0.2~0.3
수량: 4
보관처: 수장고-1수장고-67장
특징: 꽃모양 은 꾸미개는 완형(4-1~2), 일부결실(4-3~4)로 잔존한다. 4점으로 무령왕릉에서 출토된 꽃모양 은 꾸미개 중 소형에 해당한다. 얇은 은판을 꽃모양으로 오리고, 은판의 가운데 부분을 두드려 볼록하게 만들었다. 반원형 중앙에는 구멍 2개가 뚫려있어 어딘가 꿰매어 달았던 것으로 추정된다. 꽃잎은 5엽이며, 구멍의 지름은 약 0.15cm이다. 투공은 안쪽에서 바깥쪽으로 하였다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.403, 도판165-1~4.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700037900000
무령380,마름모형 은 꾸미개,"소장품번호: 무령380
명칭: 마름모형 은 꾸미개
이명칭: 은제능형장식, 銀製菱形裝飾
영문명칭: Diamond-shaped silver ornaments
실측치: 길이:3.70~4.80-너비:1.30~1.55-길이:3.45~4.40-너비:1.10~1.60-길이:2.65~3.40-너비:1.15~1.55-길이:2.30~3.00-너비:1.00~1.35-길이:1.75~4.90-너비:1.20~1.45-길이:4.35~4.60-너비:1.25~1.50
수량: 30
보관처: 수장고-1수장고-66장
특징: 마름모형 은 꾸미개로 30점이다. 완형(30-1, 24~28), 일부결실(30-2~14, 17~20, 29~30), 1/2결실(30-15~16, 21), 일부잔존(30-22~23)상태로 남아있다. 전체적으로 세로로 긴 마름모형이며, 이 중 일부는 한쪽 끝이 구부러져 안쪽으로 말려있다. 이러한 형태는 마름모형 금 꾸미개(무령367)와 같다. 마름모형 금 꾸미개 중 1점(30-10)은 지름 0.3cm의 유리옥 2점이 부착되어 있고, 한쪽 끝에는 0.2~0.3cm의 간격으로 다섯 개의 주름이 잡혀있다. 정확한 용도는 알기 어려우나 발받침(왕비)(무령62) 장식에 감아 붙여진 마름모형 금 꾸미개로 보아 두꼐가 얇은 막대에 붙여 장식했던 것으로 추정된다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, pp. 205~208, 도판99-1~30.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700038000000
무령381,원형 은 꾸미개,"소장품번호: 무령381
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 길이:1.35~1.45-높이:0.25~0.40-길이:0.40~1.50-높이:0.30~0.40-길이:1.40~1.50-높이:0.30~0.40-길이:1.40~1.50-높이:0.25~0.35-길이:1.40~1.45-높이:0.30~0.40
수량: 25
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 457점(무령381~무령397) 중 25점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~무령386), 중형(무령387~무령390), 소형(무령391~무령397)로 구분되는데 해당 은 꾸미개(무령381)는 대형에 속한다. 25점 모두 완형이다. 얇은 은판을 둥근 모양으로 잘라내고 가운데를 반구형(半球形)으로 돌출하였다. 
꾸미개의 형태로 보아 일정한 틀을 이용하지 않고 하나씩 잘라내어 제작한 것으로 판단된다. 주연부에는 3개의 구멍을 뚫었는데, 돌출부의 위치에 따라 뚫은 위치가 다르다. 구멍은 밖에서 안으로 뚫었다. 이로 보아 은판을 먼저 둥근모양으로 제작한 후 반구형을 돌출하였음을 추정할 수 있다. 돌출된 반구형은 형태가 다양하여 틀이 다수였던 것으로 추정된다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, pp. 223~254, 도판104-1~25.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700038100000
무령382,원형 은 꾸미개,"소장품번호: 무령382
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 길이:1.35~1.50-높이:0.30~0.40-길이:1.35~1.40-높이:0.30~0.35-길이:1.35~1.40-높이:0.25~0.30-길이:1.35~1.45-높이:0.30~0.40-길이:1.40~1.50-높이:0.25~0.30
수량: 25
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~무령397) 중 25점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~무령386), 중형(무령387~무령390), 소형(무령391~무령397)로 구분되는데 해당 은 꾸미개(무령382)는 대형에 속한다. 25점 모두 완형이다. 얇은 은판을 둥근 모양으로 잘라내고 가운데를 반구형(半球形)으로 돌출하였다. 꾸미개의 형태로 보아 일정한 틀을 이용하지 않고 하나씩 잘라내어 제작한 것으로 판단된다. 주연부에는 3개의 구멍을 뚫었는데, 돌출부의 위치에 따라 뚫은 위치가 다르다. 구멍은 밖에서 안으로 뚫었다. 이로 보아 은판을 먼저 둥근모양으로 제작한 후 반구형을 돌출하였음을 추정할 수 있다. 돌출된 반구형은 형태가 다양하여 틀이 다수였던 것으로 추정된다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, pp. 223~254, 도판104-26~50.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700038200000
무령383,원형 은 꾸미개,"소장품번호: 무령383
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.30~1.50-높이:0.25~1.30-지름:1.40~1.55-높이:0.30~0.45-지름:1.20~1.45-높이:0.25~0.55-지름:1.40~1.55-높이:0.30~0.40-지름:1.30~1.50-높이:0.35~0.55
수량: 25
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 25점에 해당한다. 원형 은 꾸미개는 크기와 제작 방식에 따라 대형(무령381~386), 중형(무령387~391), 소형(무령390~397)로 구분되는데 해당 은 꾸미개(무령383)는 대형에 속한다. 25점 중 완형 14점(25-1~4, 6~7, 9~13, 19, 24~25)을 제외한 11점은 일부가 결실되었다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시켯다. 반구형으로 돌출하는 과정에서 형태를 맞추기 위해 은판을 겹친 경우(25-8)도 존재한다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 주연부에 3개씩 투공하였다. 투공의 위치는 돌출부의 위치에 따라 간격이 다르며, 모두 밖에서 안으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 105-51~75.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700038300000
무령384,원형 은 꾸미개,"소장품번호: 무령384
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.40~1.45-높이:0.35~0.40-지름:1.45~1.55-높이:0.35~0.40-지름:1.40~1.55-높이:0.35~0.40-지름:1.40~1.50-높이:0.30~0.40-지름:1.40~1.45-높이:0.30~0.40
수량: 25
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 25점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~386), 중형(무령387~390), 소형(무령391~397)로 구분되는데, 해당 은 꾸미개(무령384)는 대형에 속한다. 25점 중 완형 14점(25-3~4, 8~16, 21, 23~24)을 제외하고 나머지는 은판 일부가 결실되었다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시키는 형태로 제작하였다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 주연부에 3개씩 투공하였다. 투공의 위치는 돌출부의 위치에 따라 간격이 다르며, 모두 밖에서 안으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 105-76~100.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700038400000
무령385,원형 은 꾸미개,"소장품번호: 무령385
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.40~1.50-높이:0.25~0.40-지름:1.40~1.50-높이:0.35~0.40-지름:1.40~1.50-높이:0.25~0.40-지름:1.45~1.55-높이:0.4-지름:1.35~1.50-높이:0.25~0.40
수량: 25
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 25점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~386), 중형(무령387~390), 소형(무령391~397)로 구분되는데, 해당 은 꾸미개(무령385)는 대형에 속한다. 25점 중 완형 13점(25-1, 3~5, 8~10, 13, 15~18, 21)을 제외하고 나머지는 은판 일부가 결실되었다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시키는 형태로 제작하였다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 주연부에 3개씩 투공하였다. 투공의 위치는 돌출부의 위치에 따라 간격이 다르며, 모두 밖에서 안으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 106-101~125.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700038500000
무령386,원형 은 꾸미개,"소장품번호: 무령386
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.30~1.45-높이:0.20~0.40-지름:1.40~1.55-높이:0.30~0.35-지름:1.10~1.50-높이:0.30~0.45-지름:1.40~1.50-높이:0.30~0.40-지름:1.35~1.50-높이:0.30~0.40-지름:1.45~1.60-높이:0.20~0.35
수량: 31
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 31점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~386), 중형(무령387~390), 소형(무령391~397)로 구분되는데, 해당 은 꾸미개(무령386)는 대형에 속한다. 31점 중 완형 4점(31-5, 10, 12, 24)을 제외하고 나머지는 은판 일부가 결실되었다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시키는 형태로 제작하였다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 주연부에 3개씩 투공하였다. 투공의 위치는 돌출부의 위치에 따라 간격이 다르며, 모두 밖에서 안으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 106-126~156.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700038600000
무령387,원형 은 꾸미개,"소장품번호: 무령387
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.35~1.40-높이:0.35~0.40-지름:1.35~1.40-높이:0.35~0.45-지름:1.35~1.45-높이:0.35~0.45-지름:1.35~1.50-높이:0.35~0.45-지름:1.35~1.40-높이:0.35~0.40
수량: 25
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 25점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~386), 중형(무령387~390), 소형(무령391~397)로 구분되는데, 해당 은 꾸미개(무령387)는 중형에 속한다. 25점 중 완형 4점(25-5, 10, 12, 24)을 제외하고 나머지는 은판 일부가 결실되었다. 주연부는 대형에 비해 너비가 일정하지 않고, 끝부분이 잘려 매끄럽지 않다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시키는 형태로 제작하였다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 돌출부 끝부분에 3개씩 투공하였다. 투공의 위치는 비교적 일정한 간격을 두고 있으며, 모두 안에서 밖으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 107-157~181.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700038700000
무령388,원형 은 꾸미개,"소장품번호: 무령388
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.40~1.45-높이:0.35~0.40-지름:1.30~1.50-높이:0.35~0.50-지름:1.30~1.40-높이:0.35~0.50-지름:1.30~1.45-높이:0.40~0.50-지름:1.35~1.50-높이:0.35~0.40
수량: 25
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 25점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~386), 중형(무령387~390), 소형(무령391~397)로 구분되는데, 해당 은 꾸미개(무령388)는 중형에 속한다. 25점 중 완형 2점(25-1, 4)을 제외하고 나머지는 은판 일부가 결실되었다. 주연부는 대형에 비해 너비가 일정하지 않고, 끝부분이 잘려 매끄럽지 않다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시켰다. 반구형을 돌출하는 과정에서 형태를 맞추기 위해 은판을 겹친 경우(25-4)도 존재한다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 돌출부 끝부분에 3개씩 투공하였다. 투공의 위치는 비교적 일정한 간격을 두고 있으며, 모두 안에서 밖으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 107-182~206.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700038800000
무령389,원형 은 꾸미개,"소장품번호: 무령389
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.20~1.40-높이:0.35~0.40-지름:1.20~1.40-높이:0.35~0.50-지름:1.30~1.40-높이:0.40~0.45-지름:1.25~1.40-높이:0.40~0.50-지름:1.25~1.45-높이:0.40~0.45
수량: 25
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 25점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~386), 중형(무령387~390), 소형(무령391~397)로 구분되는데, 해당 은 꾸미개(무령389)는 중형에 속한다. 25점 모두 은판 일부가 결실되었다. 주연부는 대형에 비해 너비가 일정하지 않고, 끝부분이 잘려 매끄럽지 않다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시켰다. 반구형을 돌출하는 과정에서 형태를 맞추기 위해 은판을 겹친 경우(25-19)도 존재한다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 돌출부 끝부분에 3개씩 투공하였다. 투공의 위치는 비교적 일정한 간격을 두고 있으며, 모두 안에서 밖으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 108-207~231.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700038900000
무령390,원형 은 꾸미개,"소장품번호: 무령390
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.30~1.40-높이:0.20~0.40-지름:1.30~1.50-높이:0.35~0.45-지름:1.30~1.50-높이:0.40-지름:1.30-높이:0.35
수량: 17
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 17점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~386), 중형(무령387~390), 소형(무령391~397)로 구분되는데, 해당 은 꾸미개(무령390)는 중형에 속한다. 17점 모두 은판 일부가 결실되었다. 주연부는 대형에 비해 너비가 일정하지 않고, 끝부분이 잘려 매끄럽지 않다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시키는 형태로 제작하였다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 돌출부 끝부분에 3개씩 투공하였다. 투공의 위치는 비교적 일정한 간격을 두고 있으며, 모두 안에서 밖으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 108-232~248.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700039000000
무령391,원형 은 꾸미개,"소장품번호: 무령391
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.00~1.10-높이:0.30~0.40-지름:1.05~1.10-높이:0.35~0.40-지름:1.05~1.10-높이:0.35~0.40-지름:1.00~1.05-높이:0.35~0.40-지름:1.05~1.10-높이:0.35~0.40-지름:1.00~1.10-높이:0.35~0.40
수량: 30
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 30점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~386), 중형(무령387~390), 소형(무령391~397)로 구분되는데, 해당 은 꾸미개(무령391)는 소형에 속한다. 30점 중 완형 21점(30-1~12, 18~19, 21, 24, 26~30)을 제외하고 나머지는 은판 일부가 결실되었다. 주연부는 중형에 비해 거의 흔적만 남아 있으며, 끝부분이 잘려 매끄럽지 않다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시키는 형태로 제작하였다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 돌출부 하단에 3개씩 투공하였다. 투공의 위치는 일정한 간격을 두고 있으며, 모두 안에서 밖으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 109-249~278.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700039100000
무령392,원형 은 꾸미개,"소장품번호: 무령392
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.05~1.20-높이:0.35~0.40-지름:1.00~1.10-높이:0.35~0.40-지름:0.90~1.05-높이:0.35~0.40-지름:1.00~1.10-높이:0.40~0.45-지름:1.10-높이:0.40-지름:1.05~1.10-높이:0.30~0.40
수량: 30
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 30점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~386), 중형(무령387~390), 소형(무령391~397)로 구분되는데, 해당 은 꾸미개(무령392)는 소형에 속한다. 30점 중 완형 10점(30-1~4, 8~10, 13, 18, 30)을 제외하고 나머지는 은판 일부가 결실되었다. 주연부는 중형에 비해 거의 흔적만 남아 있으며, 끝부분이 잘려 매끄럽지 않다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시키는 형태로 제작하였다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 돌출부 하단에 3개씩 투공하였다. 투공의 위치는 일정한 간격을 두고 있으며, 모두 안에서 밖으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 109-279~308.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700039200000
무령393,원형 은 꾸미개,"소장품번호: 무령393
명칭: 원형 은 꾸미개
이명칭: 은제원형장식, 銀製圓形裝飾
영문명칭: Circle-shaped silver ornaments
실측치: 지름:1.05-높이:0.35~0.40-지름:0.90~1.05-높이:0.35~0.40-지름:1.00~1.05-높이:0.35~0.40-지름:1.00~1.05-높이:0.35~0.40-지름:1.00~1.10-높이:0.40-지름:0.95~1.10-높이:0.35~0.40
수량: 30
보관처: 수장고-1수장고-67장
특징: 원형 은 꾸미개로 무령왕릉에서 출토된 총 475점(무령381~397) 중 30점에 해당한다. 원형 은 꾸미개는 크기와 제작방식에 따라 대형(무령381~386), 중형(무령387~390), 소형(무령391~397)로 구분되는데, 해당 은 꾸미개(무령393)는 소형에 속한다. 30점 중 완형 5점(30-1, 4, 25~27)을 제외하고 나머지는 은판 일부가 결실되었다. 주연부는 중형에 비해 거의 흔적만 남아 있으며, 끝부분이 잘려 매끄럽지 않다. 두께가 얇은 은판을 둥글게 성형하고 가운데를 반구형(半球形)으로 돌출시키는 형태로 제작하였다. 반구의 형태가 각기 달라 여러 틀로 제작한 것으로 판단된다. 돌출부 하단에 3개씩 투공하였다. 투공의 위치는 일정한 간격을 두고 있으며, 모두 안에서 밖으로 뚫었다.
참고자료: 국립공주박물관, 2021, 『武寧王陵 新報告書 Ⅶ』 - 출토유물4(금속공예품 및 도자기) -, p.223~254, 도판 110-309~338.",https://www.emuseum.go.kr/detail?relicId=PS0100100400700039300000
